player_name,match_date,opponent_team,venue,runs_scored,balls_faced,strike_rate,fours,sixes
Quinton de Kock,2021-06-10,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",27,16,168.75,3,2
Hardik Pandya,2021-06-13,Mumbai Indians,"DY Patil Stadium, Mumbai",0,1,0.0,0,0
Dinesh Karthik,2021-06-13,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",36,25,144.0,4,2
Ambati Rayudu,2021-06-13,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",43,36,119.44,4,2
Hardik Pandya,2021-06-13,Delhi Capitals,"Wankhede Stadium, Mumbai",26,13,200.0,3,1
Jos Buttler,2021-06-16,Kolkata Knight Riders,"Eden Gardens, Kolkata",33,21,157.14,4,2
Suresh Raina,2021-06-16,Punjab Kings,"DY Patil Stadium, Mumbai",52,39,133.33,6,4
Glenn Maxwell,2021-06-19,Rajasthan Royals,"DY Patil Stadium, Mumbai",19,6,316.67,2,0
Rohit Sharma,2021-06-19,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",11,8,137.5,1,0
Shubman Gill,2021-06-19,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Hyderabad",31,19,163.16,1,1
Rohit Sharma,2021-06-19,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",28,23,121.74,2,2
Shubman Gill,2021-06-19,Rajasthan Royals,"Wankhede Stadium, Mumbai",11,5,220.0,1,0
Andre Russell,2021-06-19,Rajasthan Royals,"M.A. Chidambaram Stadium, Chennai",29,12,241.67,2,2
Jos Buttler,2021-06-25,Chennai Super Kings,"DY Patil Stadium, Mumbai",59,36,163.89,4,2
Andre Russell,2021-06-25,Royal Challengers Bangalore,"DY Patil Stadium, Mumbai",26,15,173.33,3,1
AB de Villiers,2021-06-28,Delhi Capitals,"DY Patil Stadium, Mumbai",69,40,172.5,9,1
KL Rahul,2021-06-28,Mumbai Indians,"Arun Jaitley Stadium, Delhi",23,15,153.33,1,1
Andre Russell,2021-07-01,Mumbai Indians,"IS Bindra Stadium, Mohali",22,10,220.0,1,0
Virat Kohli,2021-07-01,Delhi Capitals,"Arun Jaitley Stadium, Delhi",46,31,148.39,2,2
Ishan Kishan,2021-07-01,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",37,22,168.18,2,1
Rohit Sharma,2021-07-01,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",42,34,123.53,4,1
MS Dhoni,2021-07-01,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",35,20,175.0,4,2
Virat Kohli,2021-07-01,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",32,28,114.29,4,2
AB de Villiers,2021-07-01,Royal Challengers Bangalore,"Eden Gardens, Kolkata",66,46,143.48,7,5
Jos Buttler,2021-07-04,Sunrisers Hyderabad,"Eden Gardens, Kolkata",71,44,161.36,7,3
Dinesh Karthik,2021-07-04,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",6,7,85.71,0,0
Rohit Sharma,2021-07-04,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",54,40,135.0,2,4
Glenn Maxwell,2021-07-04,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",26,12,216.67,3,2
Jos Buttler,2021-07-07,Delhi Capitals,"DY Patil Stadium, Mumbai",27,20,135.0,2,1
Rishabh Pant,2021-07-07,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",0,1,0.0,0,0
Virat Kohli,2021-07-10,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",43,35,122.86,3,2
Virat Kohli,2021-07-13,Punjab Kings,"Wankhede Stadium, Mumbai",81,58,139.66,4,2
Ambati Rayudu,2021-07-13,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",80,63,126.98,9,6
Hardik Pandya,2021-07-13,Rajasthan Royals,"DY Patil Stadium, Mumbai",31,25,124.0,2,1
Dinesh Karthik,2021-07-16,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",41,26,157.69,5,1
Rishabh Pant,2021-07-16,Chennai Super Kings,"M.A. Chidambaram Stadium, Chennai",6,7,85.71,0,0
Virat Kohli,2021-07-22,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",59,42,140.48,4,1
Glenn Maxwell,2021-07-25,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",86,56,153.57,9,7
Andre Russell,2021-07-25,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",18,10,180.0,2,0
Ishan Kishan,2021-07-25,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",52,42,123.81,7,4
Suresh Raina,2021-07-28,Mumbai Indians,"DY Patil Stadium, Mumbai",53,42,126.19,4,1
Sanju Samson,2021-08-03,Delhi Capitals,"Wankhede Stadium, Mumbai",0,1,0.0,0,0
Faf du Plessis,2021-08-03,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Hyderabad",11,11,100.0,1,0
Faf du Plessis,2021-08-06,Mumbai Indians,"IS Bindra Stadium, Mohali",0,1,0.0,0,0
Glenn Maxwell,2021-08-06,Chennai Super Kings,"Eden Gardens, Kolkata",95,60,158.33,7,6
KL Rahul,2021-08-09,Delhi Capitals,"IS Bindra Stadium, Mohali",0,1,0.0,0,0
David Warner,2021-08-09,Kolkata Knight Riders,"M.A. Chidambaram Stadium, Chennai",13,6,216.67,1,1
Jos Buttler,2021-08-12,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",24,19,126.32,3,0
Glenn Maxwell,2021-08-12,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2,1,200.0,0,0
KL Rahul,2021-08-12,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",26,15,173.33,2,0
Quinton de Kock,2021-08-15,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",0,2,0.0,0,0
Dinesh Karthik,2021-08-15,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",42,30,140.0,4,2
Jos Buttler,2021-08-15,Chennai Super Kings,"DY Patil Stadium, Mumbai",74,51,145.1,3,6
AB de Villiers,2021-08-18,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",82,50,164.0,9,4
Sanju Samson,2021-08-18,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",26,22,118.18,1,2
Kieron Pollard,2021-08-21,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",17,8,212.5,1,1
Dinesh Karthik,2021-08-21,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",9,1,900.0,1,0
Shubman Gill,2021-08-24,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",40,27,148.15,4,3
Andre Russell,2021-08-24,Kolkata Knight Riders,"Eden Gardens, Kolkata",44,24,183.33,5,3
Virat Kohli,2021-08-27,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",63,50,126.0,3,4
Hardik Pandya,2021-08-27,Chennai Super Kings,"IS Bindra Stadium, Mohali",27,17,158.82,3,1
Shubman Gill,2021-08-30,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",50,36,138.89,5,4
David Warner,2021-09-02,Delhi Capitals,"Wankhede Stadium, Mumbai",0,1,0.0,0,0
Rohit Sharma,2021-09-02,Royal Challengers Bangalore,"DY Patil Stadium, Mumbai",56,46,121.74,4,3
David Warner,2021-09-02,Rajasthan Royals,"IS Bindra Stadium, Mohali",20,9,222.22,1,0
Hardik Pandya,2021-09-02,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",35,23,152.17,2,2
Glenn Maxwell,2021-09-05,Delhi Capitals,"IS Bindra Stadium, Mohali",19,7,271.43,1,1
Sanju Samson,2021-09-08,Chennai Super Kings,"Eden Gardens, Kolkata",6,7,85.71,0,0
Hardik Pandya,2021-09-08,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",28,21,133.33,4,1
KL Rahul,2021-09-08,Punjab Kings,"IS Bindra Stadium, Mohali",20,10,200.0,2,0
Faf du Plessis,2021-09-08,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",37,25,148.0,2,1
Glenn Maxwell,2021-09-14,Punjab Kings,"Eden Gardens, Kolkata",13,12,108.33,0,0
Virat Kohli,2021-09-14,Mumbai Indians,"Eden Gardens, Kolkata",31,26,119.23,3,2
KL Rahul,2021-09-14,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",17,12,141.67,1,1
Faf du Plessis,2021-09-14,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Bangalore",34,27,125.93,3,3
Virat Kohli,2021-09-17,Mumbai Indians,"Rajiv Gandhi International Stadium, Hyderabad",43,33,130.3,2,2
Kieron Pollard,2021-09-17,Mumbai Indians,"Wankhede Stadium, Mumbai",47,30,156.67,6,1
Rohit Sharma,2021-09-20,Sunrisers Hyderabad,"Eden Gardens, Kolkata",35,26,134.62,4,1
Jos Buttler,2021-09-20,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",76,51,149.02,5,3
KL Rahul,2021-09-23,Chennai Super Kings,"IS Bindra Stadium, Mohali",81,58,139.66,4,5
Dinesh Karthik,2021-09-26,Rajasthan Royals,"Rajiv Gandhi International Stadium, Hyderabad",56,37,151.35,3,2
Suresh Raina,2021-09-29,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",49,32,153.12,2,1
Faf du Plessis,2021-09-29,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",11,11,100.0,0,0
Sanju Samson,2021-10-02,Mumbai Indians,"M.A. Chidambaram Stadium, Chennai",63,45,140.0,4,5
MS Dhoni,2021-10-02,Mumbai Indians,"Eden Gardens, Kolkata",21,14,150.0,3,0
AB de Villiers,2021-10-02,Mumbai Indians,"Eden Gardens, Kolkata",24,20,120.0,3,2
MS Dhoni,2021-10-02,Sunrisers Hyderabad,"M.A. Chidambaram Stadium, Chennai",57,44,129.55,8,4
KL Rahul,2021-10-02,Punjab Kings,"DY Patil Stadium, Mumbai",67,54,124.07,9,5
Ambati Rayudu,2021-10-02,Mumbai Indians,"Arun Jaitley Stadium, Delhi",19,19,100.0,2,0
Faf du Plessis,2021-10-05,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",90,71,126.76,8,6
Ambati Rayudu,2021-10-05,Chennai Super Kings,"DY Patil Stadium, Mumbai",68,55,123.64,4,1
Suresh Raina,2021-10-05,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",42,26,161.54,6,2
AB de Villiers,2021-10-05,Delhi Capitals,"Arun Jaitley Stadium, Delhi",35,17,205.88,5,2
Hardik Pandya,2021-10-08,Rajasthan Royals,"Eden Gardens, Kolkata",26,19,136.84,2,1
Suresh Raina,2021-10-08,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",44,27,162.96,4,2
Kieron Pollard,2021-10-08,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",12,8,150.0,0,0
Shubman Gill,2021-10-11,Chennai Super Kings,"Eden Gardens, Kolkata",39,30,130.0,3,3
KL Rahul,2021-10-11,Punjab Kings,"M.A. Chidambaram Stadium, Chennai",98,78,125.64,10,4
MS Dhoni,2021-10-14,Rajasthan Royals,"M.A. Chidambaram Stadium, Chennai",0,4,0.0,0,0
Virat Kohli,2021-10-17,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",47,29,162.07,2,1
Andre Russell,2021-10-17,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",0,1,0.0,0,0
KL Rahul,2021-10-17,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",22,12,183.33,1,0
Ishan Kishan,2021-10-17,Kolkata Knight Riders,"Eden Gardens, Kolkata",21,16,131.25,2,0
Rohit Sharma,2021-10-23,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",52,36,144.44,2,2
KL Rahul,2021-10-23,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad",29,16,181.25,1,1
Faf du Plessis,2021-10-26,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",26,14,185.71,2,2
Ishan Kishan,2021-10-26,Rajasthan Royals,"M.A. Chidambaram Stadium, Chennai",29,24,120.83,3,2
Shubman Gill,2021-10-29,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",52,39,133.33,3,5
Quinton de Kock,2021-10-29,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Bangalore",14,5,280.0,1,0
Dinesh Karthik,2021-11-01,Punjab Kings,"Arun Jaitley Stadium, Delhi",0,1,0.0,0,0
Shubman Gill,2021-11-01,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",33,27,122.22,3,2
Quinton de Kock,2021-11-01,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",32,21,152.38,4,2
Rohit Sharma,2021-11-01,Punjab Kings,"Wankhede Stadium, Mumbai",30,25,120.0,3,0
Jos Buttler,2021-11-01,Punjab Kings,"IS Bindra Stadium, Mohali",44,24,183.33,2,4
Glenn Maxwell,2021-11-01,Sunrisers Hyderabad,"M.A. Chidambaram Stadium, Chennai",62,40,155.0,8,6
Quinton de Kock,2021-11-04,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",58,43,134.88,7,4
Virat Kohli,2021-11-07,Chennai Super Kings,"IS Bindra Stadium, Mohali",6,9,66.67,0,0
Ambati Rayudu,2021-11-07,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",25,20,125.0,3,0
Dinesh Karthik,2021-11-07,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",40,23,173.91,5,3
KL Rahul,2021-11-07,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad",20,17,117.65,2,1
Hardik Pandya,2021-11-10,Rajasthan Royals,"IS Bindra Stadium, Mohali",41,28,146.43,5,2
David Warner,2021-11-10,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",53,33,160.61,7,4
Quinton de Kock,2021-11-13,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",80,63,126.98,9,2
Jos Buttler,2021-11-16,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",98,63,155.56,6,6
Shubman Gill,2021-11-16,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",28,23,121.74,2,0
Andre Russell,2021-11-16,Rajasthan Royals,"Eden Gardens, Kolkata",22,17,129.41,1,2
Suresh Raina,2021-11-19,Chennai Super Kings,"IS Bindra Stadium, Mohali",0,1,0.0,0,0
Andre Russell,2021-11-19,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",41,28,146.43,2,3
MS Dhoni,2021-11-19,Rajasthan Royals,"Eden Gardens, Kolkata",31,22,140.91,4,1
Faf du Plessis,2021-11-19,Chennai Super Kings,"IS Bindra Stadium, Mohali",83,61,136.07,6,3
Rohit Sharma,2021-11-25,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",0,1,0.0,0,0
Hardik Pandya,2021-11-25,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",14,7,200.0,1,1
Suresh Raina,2021-11-25,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",8,2,400.0,0,0
Shubman Gill,2021-11-28,Chennai Super Kings,"DY Patil Stadium, Mumbai",51,42,121.43,6,3
Glenn Maxwell,2021-11-28,Delhi Capitals,"Wankhede Stadium, Mumbai",31,19,163.16,2,1
Ambati Rayudu,2021-11-28,Delhi Capitals,"Rajiv Gandhi International Stadium, Hyderabad",42,31,135.48,6,4
Quinton de Kock,2021-12-01,Mumbai Indians,"Arun Jaitley Stadium, Delhi",14,14,100.0,1,0
AB de Villiers,2021-12-01,Rajasthan Royals,"IS Bindra Stadium, Mohali",53,36,147.22,4,2
Rishabh Pant,2021-12-04,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",49,34,144.12,4,2
Sanju Samson,2021-12-07,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",71,52,136.54,10,4
Rohit Sharma,2021-12-10,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",32,26,123.08,3,3
Andre Russell,2021-12-10,Delhi Capitals,"Wankhede Stadium, Mumbai",89,54,164.81,13,6
David Warner,2021-12-13,Royal Challengers Bangalore,"DY Patil Stadium, Mumbai",46,29,158.62,3,4
Shubman Gill,2021-12-13,Punjab Kings,"DY Patil Stadium, Mumbai",76,58,131.03,6,3
Rishabh Pant,2021-12-13,Chennai Super Kings,"M.A. Chidambaram Stadium, Chennai",50,35,142.86,5,1
Faf du Plessis,2021-12-13,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",42,37,113.51,5,3
Dinesh Karthik,2021-12-16,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",29,17,170.59,3,1
Andre Russell,2021-12-16,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",22,8,275.0,3,0
Ishan Kishan,2021-12-19,Chennai Super Kings,"Wankhede Stadium, Mumbai",54,42,128.57,6,5
MS Dhoni,2021-12-22,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",29,19,152.63,4,2
Ishan Kishan,2021-12-25,Sunrisers Hyderabad,"M.A. Chidambaram Stadium, Chennai",0,3,0.0,0,0
Jos Buttler,2021-12-28,Chennai Super Kings,"M.A. Chidambaram Stadium, Chennai",62,39,158.97,7,2
Jos Buttler,2021-12-28,Sunrisers Hyderabad,"M.A. Chidambaram Stadium, Chennai",77,56,137.5,5,2
Andre Russell,2021-12-31,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",48,27,177.78,7,2
Glenn Maxwell,2021-12-31,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",20,9,222.22,1,1
Ambati Rayudu,2021-12-31,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",28,18,155.56,2,0
Rohit Sharma,2022-01-03,Chennai Super Kings,"DY Patil Stadium, Mumbai",83,63,131.75,11,3
Shubman Gill,2022-01-03,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",47,34,138.24,5,1
Kieron Pollard,2022-01-06,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",4,7,57.14,0,0
KL Rahul,2022-01-06,Rajasthan Royals,"Eden Gardens, Kolkata",39,29,134.48,3,3
Ambati Rayudu,2022-01-06,Punjab Kings,"Wankhede Stadium, Mumbai",49,32,153.12,6,3
Faf du Plessis,2022-01-06,Mumbai Indians,"Eden Gardens, Kolkata",46,37,124.32,3,4
Rishabh Pant,2022-01-06,Rajasthan Royals,"IS Bindra Stadium, Mohali",8,1,800.0,1,0
David Warner,2022-01-06,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",0,1,0.0,0,0
Virat Kohli,2022-01-09,Chennai Super Kings,"M.A. Chidambaram Stadium, Chennai",83,63,131.75,7,5
AB de Villiers,2022-01-15,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",6,1,600.0,0,0
MS Dhoni,2022-01-15,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",31,22,140.91,2,1
Ambati Rayudu,2022-01-18,Sunrisers Hyderabad,"Eden Gardens, Kolkata",24,16,150.0,2,1
Virat Kohli,2022-01-18,Mumbai Indians,"Arun Jaitley Stadium, Delhi",61,48,127.08,3,5
Suresh Raina,2022-01-21,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",20,9,222.22,1,0
David Warner,2022-01-21,Chennai Super Kings,"DY Patil Stadium, Mumbai",82,64,128.12,6,4
Shubman Gill,2022-01-21,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",28,22,127.27,2,2
Jos Buttler,2022-01-21,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",82,55,149.09,8,6
David Warner,2022-01-24,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Hyderabad",34,29,117.24,3,3
Sanju Samson,2022-01-27,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",18,8,225.0,2,0
Andre Russell,2022-01-27,Mumbai Indians,"Wankhede Stadium, Mumbai",9,10,90.0,1,0
Kieron Pollard,2022-01-27,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",39,29,134.48,4,1
Faf du Plessis,2022-01-30,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",28,21,133.33,2,1
MS Dhoni,2022-01-30,Chennai Super Kings,"IS Bindra Stadium, Mohali",45,33,136.36,5,2
Rishabh Pant,2022-01-30,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",62,43,144.19,7,3
AB de Villiers,2022-02-02,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",76,48,158.33,8,3
Kieron Pollard,2022-02-02,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",0,1,0.0,0,0
Hardik Pandya,2022-02-05,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",35,26,134.62,4,2
David Warner,2022-02-05,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",34,21,161.9,3,2
Rohit Sharma,2022-02-05,Chennai Super Kings,"Eden Gardens, Kolkata",101,78,129.49,9,9
Suresh Raina,2022-02-05,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",45,38,118.42,3,2
Ishan Kishan,2022-02-08,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",40,26,153.85,2,2
Quinton de Kock,2022-02-08,Punjab Kings,"Rajiv Gandhi International Stadium, Hyderabad",22,13,169.23,2,1
Ambati Rayudu,2022-02-08,Chennai Super Kings,"DY Patil Stadium, Mumbai",57,43,132.56,3,1
KL Rahul,2022-02-11,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",86,63,136.51,5,2
Rishabh Pant,2022-02-14,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",35,28,125.0,3,2
Dinesh Karthik,2022-02-17,Chennai Super Kings,"Rajiv Gandhi International Stadium, Hyderabad",13,11,118.18,1,0
David Warner,2022-02-23,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",23,12,191.67,2,0
Andre Russell,2022-02-26,Mumbai Indians,"M.A. Chidambaram Stadium, Chennai",20,7,285.71,2,1
Sanju Samson,2022-02-26,Mumbai Indians,"M.A. Chidambaram Stadium, Chennai",35,22,159.09,4,1
KL Rahul,2022-03-01,Royal Challengers Bangalore,"Eden Gardens, Kolkata",75,61,122.95,6,6
Virat Kohli,2022-03-01,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",45,35,128.57,3,4
Glenn Maxwell,2022-03-04,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",65,41,158.54,4,3
Shubman Gill,2022-03-07,Mumbai Indians,"DY Patil Stadium, Mumbai",14,6,233.33,1,0
Glenn Maxwell,2022-03-07,Delhi Capitals,"Eden Gardens, Kolkata",81,54,150.0,8,3
AB de Villiers,2022-03-07,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",62,34,182.35,5,2
Faf du Plessis,2022-03-10,Chennai Super Kings,"Wankhede Stadium, Mumbai",63,50,126.0,8,4
Shubman Gill,2022-03-10,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",11,6,183.33,1,0
Andre Russell,2022-03-13,Chennai Super Kings,"DY Patil Stadium, Mumbai",29,17,170.59,4,2
KL Rahul,2022-03-16,Rajasthan Royals,"M.A. Chidambaram Stadium, Chennai",71,50,142.0,8,6
Kieron Pollard,2022-03-16,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",8,9,88.89,0,0
Rohit Sharma,2022-03-16,Mumbai Indians,"Arun Jaitley Stadium, Delhi",30,21,142.86,2,2
Faf du Plessis,2022-03-19,Mumbai Indians,"IS Bindra Stadium, Mohali",42,29,144.83,3,2
Kieron Pollard,2022-03-19,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",39,27,144.44,2,1
Kieron Pollard,2022-03-22,Rajasthan Royals,"Eden Gardens, Kolkata",35,18,194.44,2,1
Hardik Pandya,2022-03-22,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",24,21,114.29,1,1
Rishabh Pant,2022-03-25,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",42,25,168.0,3,2
David Warner,2022-03-25,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",66,51,129.41,7,4
MS Dhoni,2022-03-25,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Bangalore",56,44,127.27,5,5
Dinesh Karthik,2022-03-28,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Hyderabad",22,16,137.5,1,2
Rohit Sharma,2022-03-28,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",34,29,117.24,3,0
David Warner,2022-03-28,Delhi Capitals,"Arun Jaitley Stadium, Delhi",13,10,130.0,1,0
AB de Villiers,2022-03-31,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",37,20,185.0,5,1
MS Dhoni,2022-03-31,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",50,34,147.06,6,4
Dinesh Karthik,2022-03-31,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",8,7,114.29,0,0
KL Rahul,2022-03-31,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",77,53,145.28,6,5
David Warner,2022-04-03,Punjab Kings,"Eden Gardens, Kolkata",81,55,147.27,6,2
Jos Buttler,2022-04-09,Royal Challengers Bangalore,"M.A. Chidambaram Stadium, Chennai",47,32,146.88,6,1
Kieron Pollard,2022-04-12,Royal Challengers Bangalore,"M. Chinnaswamy Stadium, Bangalore",22,17,129.41,2,1
Virat Kohli,2022-04-15,Mumbai Indians,"M.A. Chidambaram Stadium, Chennai",25,23,108.7,2,1
Virat Kohli,2022-04-15,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",31,20,155.0,2,2
Faf du Plessis,2022-04-18,Rajasthan Royals,"IS Bindra Stadium, Mohali",44,29,151.72,2,4
Dinesh Karthik,2022-04-21,Punjab Kings,"Arun Jaitley Stadium, Delhi",30,18,166.67,3,0
Ambati Rayudu,2022-04-24,Delhi Capitals,"Arun Jaitley Stadium, Delhi",26,18,144.44,2,0
Shubman Gill,2022-04-24,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",45,34,132.35,2,3
Rishabh Pant,2022-04-27,Punjab Kings,"Arun Jaitley Stadium, Delhi",32,18,177.78,2,1
Hardik Pandya,2022-04-27,Mumbai Indians,"Arun Jaitley Stadium, Delhi",0,1,0.0,0,0
Rishabh Pant,2022-04-27,Punjab Kings,"DY Patil Stadium, Mumbai",4,6,66.67,0,0
Hardik Pandya,2022-05-03,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",7,9,77.78,0,0
Jos Buttler,2022-05-03,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",52,29,179.31,5,4
Glenn Maxwell,2022-05-03,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",0,1,0.0,0,0
Kieron Pollard,2022-05-03,Mumbai Indians,"Wankhede Stadium, Mumbai",8,2,400.0,0,0
Faf du Plessis,2022-05-06,Punjab Kings,"Eden Gardens, Kolkata",22,20,110.0,2,0
Hardik Pandya,2022-05-09,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",44,33,133.33,5,2
Suresh Raina,2022-05-09,Punjab Kings,"DY Patil Stadium, Mumbai",36,30,120.0,3,1
Kieron Pollard,2022-05-12,Royal Challengers Bangalore,"DY Patil Stadium, Mumbai",19,17,111.76,2,1
MS Dhoni,2022-05-12,Punjab Kings,"Arun Jaitley Stadium, Delhi",24,16,150.0,3,1
Rishabh Pant,2022-05-12,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",38,25,152.0,5,0
Faf du Plessis,2022-05-15,Chennai Super Kings,"Eden Gardens, Kolkata",40,26,153.85,3,3
